AREACD,P50
E01006209,542000
E01006210,352500
E01006211,276500
E01006212,121000
E01006213,78750
E01006214,74100
E01006215,73000
E01006216,123500
E01006217,120000
E01006218,129995
E01006219,110000
E01006224,146250
E01006222,150000
E01006221,150000
E01006223,113000
E01006226,115500
E01006227,130000
E01006228,89000
E01006220,109250
E01006225,160000
E01006231,179995
E01006235,120000
E01006238,114250
E01006229,245000
E01006233,274975
E01006230,259950
E01006232,234000
E01006234,162000
E01006236,177500
E01006237,191000
E01006239,86750
E01006244,102000
E01006243,135250
E01006242,179995
E01006245,137500
E01006241,166995
E01006240,98475
E01006247,132475
E01006248,157495
E01006250,202000
E01006251,183911
E01006246,132000
E01006249,180000
E01006252,129950
E01006254,93000
E01006255,128000
E01006259,157500
E01006260,93000
E01006253,100000
E01006256,115000
E01006258,110000
E01006257,105000
E01006268,103500
E01006263,177000
E01006264,164998
E01006262,110000
E01006266,125500
E01006267,94000
E01006261,118250
E01006265,111000
E01006275,66450
E01006276,161500
E01006277,179995
E01006271,115000
E01006273,90000
E01006270,119998
E01006269,97000
E01006272,86500
E01006274,85000
E01006281,140000
E01006286,132250
E01006285,161000
E01006278,86475
E01006282,122425
E01006284,108500
E01006283,80000
E01006280,115000
E01006279,135000
E01006289,78000
E01006287,145000
E01006290,140000
E01006291,117500
E01006295,80000
E01006294,99950
E01006288,122975
E01006292,137000
E01006293,100000
E01006298,99950
E01006296,95000
E01006304,140000
E01006299,174000
E01006297,85975
E01006300,180000
E01006301,252000
E01006303,146995
E01006302,123000
E01006311,102250
E01006308,75750
E01006306,73000
E01006309,97000
E01006307,98000
E01006310,77500
E01006305,105000
E01006315,210998
E01006319,235000
E01006316,218450
E01006317,128500
E01006321,152500
E01006314,172000
E01006320,170000
E01006318,150000
E01006312,154000
E01006313,207000
E01006324,85000
E01006325,102000
E01006327,174998
E01006328,69975
E01006326,72500
E01006329,99500
E01006322,85000
E01006323,90000
E01006337,145000
E01006334,63500
E01006332,122498
E01006331,165000
E01006330,142000
E01006333,80000
E01006335,75000
E01006336,74000
E01006338,91250
E01006340,182995
E01006342,125000
E01006343,170000
E01006341,154000
E01006345,165000
E01006347,138000
E01006346,123750
E01006348,220973
E01006339,161000
E01006344,115000
E01006352,93000
E01006354,95000
E01006353,125000
E01006349,124995
E01006351,77500
E01006355,92000
E01006350,82000
E01006356,90000
E01006360,
E01006361,68000
E01006357,
E01006358,125000
E01006359,110000
E01006366,199995
E01006368,210375
E01006364,190750
E01006363,150000
E01006362,151500
E01006365,205000
E01006367,168750
E01006374,179000
E01006375,164995
E01006371,117000
E01006373,200000
E01006370,142000
E01006369,124995
E01006372,257500
E01006384,182000
E01006383,162000
E01006376,130000
E01006378,168000
E01006377,174000
E01006381,195000
E01006382,195000
E01006379,184950
E01006380,281995
E01006385,177500
E01006386,63500
E01006388,130000
E01006387,78500
E01006389,110000
E01006391,121500
E01006390,114500
E01006392,80000
E01006393,132000
E01006395,192000
E01006399,137500
E01006403,129500
E01006402,147000
E01006394,170250
E01006396,141000
E01006397,90000
E01006398,107000
E01006401,144250
E01006400,163000
E01006408,98000
E01006410,180000
E01006404,87000
E01006406,125500
E01006411,78000
E01006405,79750
E01006407,139248
E01006409,129000
E01006414,
E01006413,
E01006412,100000
E01006415,95000
E01006416,71000
E01006417,139495
E01006418,76000
E01006421,165000
E01006420,239995
E01006423,169950
E01006422,153500
E01006425,173500
E01006419,150000
E01006424,160000
E01006429,118500
E01006428,126500
E01006426,115000
E01006427,141500
E01006432,110000
E01006433,152000
E01006431,174000
E01006430,134000
E01006435,74500
E01006434,70000
E01006437,
E01006436,
E01006441,115000
E01006440,82500
E01006438,244000
E01006439,128000
E01006445,80750
E01006443,89950
E01006442,90000
E01006444,73500
E01006448,58500
E01006447,80000
E01006446,85000
E01006451,95000
E01006449,149950
E01006453,73000
E01006450,217495
E01006452,91500
E01006455,70000
E01006454,168995
E01006458,105000
E01006457,128500
E01006456,165000
E01006460,107500
E01006462,160375
E01006459,115000
E01006461,104000
E01006465,160000
E01006463,84750
E01006464,178995
E01006466,85000
E01033228,115995
E01006470,115995
E01006467,121995
E01006475,180000
E01006471,162000
E01006474,179995
E01006476,182200
E01006472,202500
E01006473,223000
E01006480,86250
E01006477,102500
E01006478,166445
E01006479,112000
E01006484,75000
E01006482,118500
E01006483,81000
E01006481,123000
E01006489,130000
E01006487,150000
E01006488,175625
E01006486,143725
E01006485,147998
E01006494,
E01006492,107500
E01006491,127000
E01006493,164995
E01006495,98975
E01006490,119750
E01006498,195000
E01006496,113500
E01006499,149500
E01006497,125000
E01006500,128000
E01006503,214000
E01006501,107000
E01006505,109250
E01006502,113500
E01006504,97000
E01006509,91500
E01006508,91500
E01006510,94475
E01006506,95000
E01006507,78750
E01006515,119900
E01006514,475000
E01033768,
E01006518,80000
E01033765,220000
E01033756,145000
E01006512,92500
E01006513,140000
E01033757,124950
E01006526,166000
E01006529,185000
E01006521,180000
E01006527,212500
E01006520,118975
E01006522,151000
E01006523,190000
E01006524,175000
E01006525,293000
E01006528,179250
E01006519,275000
E01006532,377000
E01006533,189500
E01006531,210000
E01006534,196000
E01006535,175000
E01006538,177500
E01006537,148500
E01006539,395000
E01006536,156750
E01006530,207250
E01006542,82000
E01006544,56000
E01006545,78250
E01006547,50500
E01006540,53000
E01006541,80000
E01006546,78622
E01006548,46500
E01006543,128000
E01006554,170000
E01006549,197000
E01006553,194500
E01033766,173500
E01006556,45500
E01006552,75000
E01006557,132000
E01006551,110000
E01006550,175000
E01033747,135000
E01006562,49750
E01006563,62500
E01006564,106000
E01006558,
E01006560,
E01006571,110000
E01006567,110000
E01006573,81750
E01006566,117500
E01006570,163500
E01006574,116750
E01006565,115000
E01006568,125000
E01006569,130000
E01006572,72500
E01006576,193000
E01006585,121250
E01006577,243000
E01006580,267000
E01006583,392750
E01006582,307000
E01006584,141250
E01006579,239500
E01006578,180000
E01006581,266750
E01006575,172750
E01006593,177500
E01006596,224250
E01006597,310000
E01006595,190000
E01006587,174000
E01006588,189250
E01006594,392500
E01006586,157500
E01006589,216000
E01006590,170000
E01006591,242250
E01006592,347500
E01033759,151995
E01006600,86975
E01006603,107000
E01006605,100000
E01006604,179995
E01006606,79500
E01006598,80000
E01006599,156500
E01006607,100000
E01006614,46250
E01006611,45000
E01006616,78500
E01006608,83000
E01006612,100000
E01006613,92000
E01006610,65000
E01006609,85000
E01006615,59975
E01006624,119750
E01006618,135000
E01006617,204995
E01006620,180000
E01006623,235000
E01006627,142500
E01006625,127500
E01006626,151000
E01006619,136000
E01006621,287500
E01006622,200000
E01006630,131995
E01006632,90000
E01033767,82500
E01032506,140000
E01006628,187625
E01006629,242495
E01033748,125975
E01006633,78000
E01032507,171750
E01032505,107250
E01006638,61000
E01006639,115475
E01006641,93000
E01006642,82500
E01006643,79475
E01006644,114500
E01006637,71250
E01006640,207000
E01006645,80000
E01033751,201500
E01006646,110500
E01006648,54950
E01033762,102923
E01006647,107000
E01006658,82000
E01006653,219995
E01006655,112500
E01006652,87500
E01006654,115000
E01006659,86500
E01006660,112000
E01006651,155000
E01006656,82000
E01006657,90250
E01006661,71750
E01006662,80000
E01006667,86500
E01006665,132500
E01006664,65500
E01006668,145000
E01006669,158750
E01006663,95750
E01006666,143000
E01006670,146000
E01006672,77000
E01006671,190000
E01006675,110000
E01006678,207500
E01006679,79000
E01006674,
E01006673,
E01006677,
E01006676,87475
E01006689,220000
E01006682,323150
E01006684,179000
E01006685,233000
E01006686,252275
E01006687,228750
E01006688,195000
E01006681,206250
E01006680,282000
E01006683,268750
E01006692,154995
E01006691,82000
E01006690,90000
E01006693,78000
E01006695,120500
E01006696,90000
E01006697,83500
E01006694,45000
E01006698,71000
E01006699,48000
E01006701,76250
E01006702,54400
E01006703,64750
E01033764,99998
E01006700,53000
E01006705,50000
E01006706,84000
E01006709,125000
E01006710,75500
E01006708,125000
E01006707,112000
E01006719,97750
E01006712,85000
E01006711,75000
E01032508,89750
E01006716,64500
E01006717,125000
E01006718,110000
E01006713,93000
E01032509,68500
E01006723,109500
E01006722,110000
E01006724,135725
E01006725,78000
E01006727,99000
E01006726,83000
E01006720,81000
E01006728,59500
E01006721,70000
E01006735,75000
E01006737,
E01006734,77500
E01006729,
E01006730,85000
E01006731,75000
E01006732,
E01032510,90000
E01006736,85000
E01006741,80000
E01006739,177748
E01006742,239750
E01006744,112500
E01006745,98000
E01006743,127500
E01006740,159000
E01006738,83500
E01006751,58750
E01006752,105000
E01006746,92500
E01006748,131625
E01033763,158995
E01006747,69950
E01006756,70000
E01006753,133495
E01006758,79500
E01006755,99000
E01006754,72000
E01006757,78500
E01006762,101000
E01006763,66750
E01006768,127000
E01006761,64500
E01006760,92500
E01006764,80250
E01006759,112000
E01006766,55000
E01006767,61000
E01006765,79000
E01006769,133000
E01006775,
E01006770,124000
E01006772,154000
E01006771,89000
E01006774,185750
E01006773,158000
E01006779,136200
E01006776,118500
E01006778,109745
E01006781,144998
E01006783,93500
E01006782,98500
E01006784,102000
E01006786,126000
E01006785,107750
E01006788,91500
E01006787,81500
E01006791,58000
E01006790,43975
E01006780,112000
E01032511,96000
E01006794,290625
E01006796,463995
E01006793,171000
E01006797,152000
E01006795,257000
E01006800,225000
E01006801,299498
E01006792,423000
E01006799,145500
E01006798,202475
E01033749,
E01033750,154500
E01033752,154050
E01033753,167000
E01033754,158000
E01033755,134000
E01033758,69725
E01033760,82250
E01033761,87950
E01006807,185000
E01006802,149998
E01006806,182500
E01006804,136000
E01006803,157000
E01006805,120000
E01006809,135000
E01006808,132500
E01006813,89475
E01006815,93000
E01006811,130000
E01006810,125000
E01006814,138000
E01006812,75000
E01006816,69000
E01006819,117748
E01006821,62000
E01006820,72000
E01006817,60500
E01006818,120000
E01006826,186000
E01006828,211500
E01006827,223500
E01006825,260000
E01006823,210000
E01006824,195000
E01006822,182500
E01006833,95000
E01006832,107000
E01006829,172650
E01006834,67250
E01006835,73650
E01006831,73000
E01006830,77000
E01006841,192500
E01006836,96800
E01006840,102000
E01006842,93000
E01006843,97475
E01006839,132000
E01006838,96250
E01006837,126000
E01006844,63000
E01006847,119750
E01006848,123725
E01006845,83975
E01006846,122000
E01006849,96500
E01006850,98000
E01006852,125750
E01006851,150000
E01006853,150000
E01006854,94975
E01006855,150500
E01006857,188000
E01006861,160000
E01006862,144995
E01006859,246000
E01006858,112500
E01006860,107260
E01006856,137000
E01006864,132000
E01006863,90498
E01006868,138000
E01006867,135000
E01006869,116000
E01006865,152950
E01006866,135000
E01006872,60000
E01006871,66000
E01006874,51000
E01006875,85000
E01006873,
E01006870,75500
E01006877,88750
E01006880,69000
E01006881,64750
E01006876,70500
E01006879,122500
E01006878,78000
E01006887,158500
E01006885,269250
E01006883,169998
E01006884,202690
E01006882,189950
E01006886,164500
E01006895,297475
E01006889,160000
E01006891,155000
E01006893,125000
E01006894,150000
E01006888,189225
E01006892,135000
E01006890,112500
E01006896,120000
E01006899,78500
E01006901,100000
E01006897,126225
E01006900,141250
E01006898,154950
E01006904,110500
E01006905,83500
E01006907,81000
E01032904,162000
E01006906,74750
E01006903,72500
E01006911,110000
E01006908,85000
E01006910,95000
E01006909,
E01006912,135500
E01006913,78500
E01006915,122500
E01006916,127000
E01006917,189000
E01006918,179975
E01006919,180750
E01006914,194000
E01032905,182995
E01006922,250995
E01006920,171250
E01006923,196500
E01006924,157000
E01006926,297000
E01006925,152475
E01006927,154000
E01006921,253500
E01006930,125000
E01006931,218000
E01006933,147500
E01006932,260000
E01006934,160000
E01006935,193000
E01006928,330000
E01006929,160000
E01006941,184975
E01006938,450000
E01006943,285000
E01006937,290000
E01006936,195000
E01006939,163500
E01006940,290000
E01006942,161250
E01006948,132500
E01006950,101500
E01006944,132500
E01006945,126500
E01006946,166250
E01006947,204000
E01006949,218749
E01006951,141000
E01006955,158750
E01006954,186750
E01006958,157950
E01006956,150000
E01006959,146000
E01006957,152250
E01006952,104500
E01006953,77500
E01006967,82500
E01006961,64975
E01006963,55000
E01006966,95000
E01006964,62000
E01006965,87250
E01006962,
E01006960,140000
E01033094,156000
E01006968,100000
E01006969,120000
E01006971,221000
E01006970,139950
E01006973,322500
E01006974,500000
E01033097,80000
E01006972,152500
E01006980,
E01006982,151500
E01006981,92500
E01006984,105000
E01006978,139950
E01006977,160000
E01006983,120000
E01006976,137000
E01006979,70250
E01006993,294750
E01006987,279500
E01006988,224000
E01006985,460000
E01006989,323000
E01006990,322500
E01006991,310000
E01006992,249950
E01006986,485000
E01006996,125000
E01006995,247125
E01007000,173500
E01006999,157500
E01007001,116500
E01007002,204000
E01006994,133500
E01006997,155000
E01006998,148000
E01007010,73500
E01007011,64500
E01007004,76500
E01007003,50000
E01007005,55000
E01007008,53999
E01007007,
E01007006,49000
E01007009,79500
E01007013,54475
E01007019,79975
E01007016,75000
E01033095,142995
E01007017,60500
E01007012,64000
E01007014,156000
E01007026,135000
E01007025,235000
E01007022,145000
E01007020,122500
E01007024,151000
E01007023,255000
E01007021,190000
E01007027,292500
E01007029,169000
E01007036,173750
E01007030,127500
E01007032,217000
E01007031,197500
E01007028,155000
E01007033,167475
E01007035,228000
E01007034,221250
E01007045,185000
E01007041,163500
E01007043,170975
E01007044,180500
E01007042,159950
E01007039,147500
E01007040,165000
E01007038,295000
E01007037,205000
E01007048,90500
E01007054,135000
E01007046,118000
E01007047,97500
E01007049,186795
E01007052,90000
E01007050,125995
E01007051,95250
E01007053,127000
E01007058,148000
E01007056,135000
E01007059,177000
E01007060,142498
E01007057,128000
E01007064,235000
E01007063,140250
E01007055,129250
E01007061,162000
E01007062,187950
E01007069,161000
E01007067,199950
E01007068,170000
E01007074,150625
E01007066,137500
E01007065,150000
E01007070,178975
E01007071,230000
E01007072,174975
E01007073,259000
E01007082,195000
E01007079,405000
E01007075,182000
E01007078,251000
E01007080,210975
E01007077,214998
E01007076,232000
E01007081,215000
E01007088,99500
E01007083,102500
E01007085,82000
E01007089,81750
E01007086,
E01007087,90000
E01007090,83750
E01007091,320000
E01007084,153500
E01007092,82000
E01007101,205000
E01007095,170000
E01007100,187500
E01007099,207115
E01033096,196495
E01007097,167000
E01007096,192500
E01007098,177250
E01007102,167000
E01007105,186000
E01007106,186750
E01007104,230000
E01007103,198500
E01007108,173750
E01007109,145000
E01007107,212500
E01007115,161000
E01007110,207500
E01007112,161000
E01007114,160000
E01007116,186000
E01007117,208000
E01007118,164000
E01007111,235000
E01007113,212500
E01007120,198000
E01007125,75000
E01007124,134000
E01007119,120000
E01007121,83000
E01007122,124995
E01007123,66750
E01032903,75645
E01007126,71000
E01007129,80000
E01007128,49950
E01007131,110250
E01007133,48500
E01007127,102500
E01007130,70000
E01007141,163500
E01007143,134000
E01007135,181475
E01007136,126000
E01007138,83000
E01007140,179495
E01007142,195000
E01007137,135000
