AREACD,P50
E01032198,465000
E01032199,326000
E01032200,372498
E01032204,
E01032202,171000
E01032203,195101
E01032201,280000
E01032205,339000
E01032206,194625
E01032207,281500
E01032210,244500
E01032208,207500
E01032209,200000
E01032211,292500
E01032212,261000
E01032213,317500
E01032214,188000
E01032217,359000
E01032215,237500
E01032216,200000
E01032218,295000
E01032219,275000
E01032222,224000
E01032220,225000
E01032221,325000
E01032223,375000
E01032227,305000
E01032226,241000
E01032225,
E01032224,104000
E01032231,223500
E01032228,425000
E01032230,313000
E01032229,172500
E01032235,173000
E01032233,226500
E01032234,127500
E01032232,205000
E01032239,145000
E01032236,137000
E01032238,195000
E01032237,240500
E01032245,136000
E01032244,175000
E01032242,155000
E01032241,140000
E01032240,158500
E01032243,280000
E01032249,189000
E01032248,325000
E01032246,253500
E01032247,160750
E01032252,130000
E01032251,152750
E01032250,183000
E01032253,275000
E01032255,183500
E01032254,200000
E01032259,183600
E01032258,187000
E01032261,229975
E01032260,155750
E01032256,239975
E01032257,232000
E01032262,144250
E01032263,208500
E01032264,139475
E01032266,172000
E01032265,147000
E01032267,156250
E01032268,215000
E01032271,313975
E01032270,280000
E01032269,198750
E01032272,180000
E01032275,183500
E01032274,195000
E01032273,235000
E01032278,150000
E01032276,209950
E01032277,148000
E01032279,190000
E01032281,173500
E01032280,180000
E01032282,146000
E01032284,270000
E01032285,271000
E01032283,200500
E01032286,222000
E01032287,170000
E01032290,225000
E01032288,210000
E01032289,260000
E01032294,213000
E01032295,194750
E01033246,164250
E01032292,157000
E01033249,135000
E01033248,115000
E01033247,109995
E01032298,275000
E01032297,250000
E01032300,285000
E01032299,185000
E01032296,201350
E01032302,120500
E01032301,158500
E01032304,168750
E01032303,151000
E01032308,250495
E01032305,171750
E01032306,165000
E01032307,178000
E01032309,260000
E01032310,155000
E01032311,155250
E01032312,170000
E01032313,170000
E01032315,172500
E01032316,240000
E01032317,200000
E01032314,225000
E01032318,169250
E01032319,190000
E01032322,142630
E01032321,200000
E01032320,180000
E01032323,273750
E01032325,217500
E01032326,230000
E01032324,172500
E01032329,213500
E01032327,170000
E01032328,185000
E01032330,160000
E01032332,140500
E01032331,145000
E01032333,166000
E01032334,178500
E01032335,314000
E01032336,263500
E01032337,230000
E01032339,256000
E01032338,207000
E01032340,255000
E01032341,350000
E01032342,199995
E01032343,155000
E01032344,253000
E01032346,355000
E01032345,360000
E01032347,345000
E01032348,325000
E01032349,260000
E01032350,235000
E01032351,359750
E01032353,275000
E01032352,262500
E01032354,298000
E01032355,445000
E01032356,230000
E01032357,217500
E01032358,189000
E01032360,225000
E01032361,271750
E01032359,150000
E01032364,338250
E01032363,267500
E01032362,320000
E01032366,254750
E01032365,190000
E01032367,255575
E01032370,195000
E01032371,172000
E01032368,145000
E01032369,175000
E01032372,375000
E01032373,390000
E01032374,278500
E01032375,350000
E01032378,160000
E01032377,173000
E01032376,257500
E01032379,217000
E01032381,175500
E01032380,235000
E01032383,330000
E01032382,300000
E01032384,203000
E01032385,269998
E01032387,361000
E01032386,369995
E01032388,330000
E01032389,322000
E01032391,209500
E01032390,400000
E01032394,364018
E01032392,415215
E01032395,420000
E01032393,382500
E01032396,250000
E01032398,217500
E01032397,199975
E01032401,281000
E01032400,323750
E01032399,272998
E01032403,328500
E01032402,262500
E01032404,360000
E01032408,260000
E01032406,188250
E01032405,201250
E01032409,244995
E01032407,230950
E01032410,360000
E01032411,265000
E01032413,367500
E01032412,310000
E01032414,256000
E01032415,256000
E01032417,312500
E01032416,488750
E01032420,234000
E01032418,96250
E01032419,208000
E01032422,135375
E01032421,249950
E01032426,181000
E01032423,153000
E01032425,232000
E01032424,146500
E01032429,225000
E01032430,300000
E01032428,205000
E01032427,230000
E01032433,400000
E01032432,293000
E01032431,437750
E01032436,152500
E01032437,155000
E01032434,148250
E01032438,185000
E01032435,113500
E01032439,230000
E01032440,124000
E01032442,169475
E01032443,180000
E01032445,174500
E01032441,182500
E01032444,177000
E01032446,187500
E01032450,107500
E01032449,123000
E01032448,185500
E01032447,161000
E01032454,189000
E01032451,205000
E01032453,131500
E01032452,220000
E01032459,185000
E01032457,217500
E01032458,185000
E01032456,136000
E01032455,185000
E01032461,190000
E01032462,184000
E01032460,145000
E01032463,195775
E01032464,162500
E01032466,183500
E01032467,204000
E01032468,185000
E01032465,121750
E01032471,136000
E01032470,197995
E01032469,132000
E01032472,320000
E01032473,279975
E01032478,142500
E01032474,121500
E01032475,128820
E01032476,165000
E01032477,299000
E01032479,269500
E01032480,190000
E01032481,181000
E01032482,262250
E01004771,190100
E01004770,148750
E01004767,94500
E01004769,160000
E01004772,161000
E01004773,125000
E01004774,94000
E01004766,93500
E01004768,212625
E01004775,183000
E01004778,150000
E01004782,170000
E01004783,180000
E01004780,159500
E01004779,187500
E01004777,105750
E01004781,133500
E01004776,178000
E01004785,157000
E01004787,100000
E01004790,175750
E01004786,185000
E01004784,214750
E01004791,217000
E01004792,239000
E01004789,195000
E01004788,194975
E01004798,113750
E01004801,
E01004795,112500
E01004796,95500
E01004793,102500
E01004797,99000
E01004799,144000
E01004800,160000
E01004794,160475
E01004809,142000
E01004806,165000
E01004804,210000
E01004803,182500
E01004808,200000
E01004807,140000
E01004805,185000
E01004810,158000
E01004802,86250
E01004817,65500
E01004811,68500
E01004816,141500
E01004812,71000
E01004815,104000
E01004813,114000
E01004814,95000
E01004818,82500
E01004819,110000
E01004820,58000
E01004823,
E01004824,100000
E01004825,70000
E01004826,68500
E01033220,
E01033217,80000
E01004822,90000
E01004832,85000
E01004829,76000
E01004830,78000
E01004827,85500
E01004834,92500
E01004828,73500
E01004831,116000
E01004833,145000
E01004837,385000
E01004835,205250
E01004838,81250
E01004839,145000
E01004845,235000
E01004844,425000
E01004836,210000
E01004840,272500
E01004841,
E01004843,241500
E01004842,231000
E01004849,
E01004852,85000
E01004848,64250
E01004850,63000
E01004851,130000
E01004853,71500
E01004854,90000
E01004847,77000
E01004846,74000
E01004861,90000
E01004856,97000
E01004855,86000
E01004862,102500
E01004857,102500
E01004858,110000
E01004859,79500
E01004860,120000
E01004863,90000
E01004870,77000
E01004867,80000
E01004869,65750
E01004868,72000
E01004871,79750
E01004864,113250
E01004865,91000
E01004866,77833
E01004880,123500
E01004872,90000
E01004874,98250
E01004875,130000
E01004878,90000
E01004879,110000
E01004877,65500
E01004873,94000
E01004876,102000
E01004884,230000
E01004882,156000
E01004883,110000
E01004885,270000
E01004887,137995
E01004886,78000
E01004888,182498
E01004889,141000
E01004881,95000
E01004890,137475
E01033219,235000
E01004900,129500
E01004896,218250
E01004897,137500
E01004899,176500
E01004892,202000
E01004901,229950
E01004893,188000
E01004895,117000
E01004894,130000
E01033218,182500
E01004891,151750
E01004902,86500
E01004905,105500
E01004909,115000
E01004910,105500
E01004906,96750
E01004903,162000
E01004904,137500
E01004907,85000
E01004908,156500
E01004912,145000
E01004917,186250
E01004911,105000
E01004914,204000
E01004916,124000
E01004918,150000
E01004913,123750
E01004915,145000
E01004922,86000
E01004924,273000
E01004920,192500
E01004923,105000
E01004925,137250
E01004919,182500
E01004921,118250
E01004926,101500
E01004929,177194
E01004932,79000
E01004928,75000
E01004927,80000
E01004930,119000
E01004931,79500
E01004934,247500
E01004935,138500
E01004933,132500
E01004938,114000
E01004937,275000
E01004940,132500
E01004936,118000
E01004939,125000
E01004946,119500
E01004942,123750
E01004944,179950
E01004941,135000
E01004943,164500
E01004945,185000
E01004952,264950
E01004947,120000
E01004949,205000
E01004951,189000
E01004953,173000
E01004950,232500
E01004948,122000
E01004955,122500
E01004957,105000
E01004958,85000
E01004959,80750
E01004954,128000
E01004960,75000
E01004956,113000
E01004967,211850
E01004963,155503
E01004965,290000
E01004964,122500
E01004966,162250
E01004961,142750
E01004968,169500
E01004962,142500
E01004975,178500
E01004970,210000
E01004971,230000
E01004972,176750
E01004974,200000
E01004973,200000
E01004969,142500
E01004982,155000
E01004976,136500
E01004977,146250
E01004978,121900
E01004979,84000
E01004980,87625
E01004981,185000
E01004985,389000
E01004988,149995
E01004987,127000
E01004984,220000
E01004983,170050
E01004986,205000
E01004989,360000
E01004996,98500
E01004990,117000
E01004995,180000
E01004991,112303
E01004993,104250
E01004997,99975
E01004994,144750
E01004992,73750
E01005006,194995
E01005005,161000
E01005001,244000
E01004998,180000
E01005000,161250
E01005003,95000
E01005002,147500
E01005004,105500
E01004999,144500
E01005011,180000
E01005013,135000
E01005010,164000
E01005008,128500
E01005007,169000
E01005009,95000
E01005012,140000
E01005017,198950
E01005020,302000
E01005022,205000
E01005023,206000
E01005016,148000
E01005015,127500
E01005014,162000
E01005018,139500
E01005021,276250
E01005019,202000
E01005028,134000
E01005027,95000
E01005024,100000
E01005026,112500
E01005025,132500
E01005029,113000
E01005030,103000
E01005036,195000
E01005035,223000
E01005033,310000
E01005032,162000
E01005034,228555
E01005037,179500
E01005038,257000
E01005031,145000
E01005042,287500
E01005040,185000
E01005045,195000
E01005041,315000
E01005043,308750
E01005044,242500
E01005039,194000
E01005050,147500
E01005053,140000
E01005048,389000
E01005047,279950
E01005046,250000
E01005049,160000
E01005051,160000
E01005052,166250
E01005056,160000
E01005058,250000
E01005054,151000
E01005057,220000
E01005059,130250
E01005060,183000
E01005055,171250
E01033657,
E01005061,191995
E01005063,156000
E01005065,205500
E01005066,173900
E01005067,153995
E01005062,187500
E01033652,
E01005074,146000
E01005075,146500
E01005073,190500
E01005069,177000
E01005071,140000
E01005070,142000
E01005068,155000
E01005072,115000
E01005082,244000
E01033671,350000
E01005081,225000
E01005084,234250
E01005083,208802
E01005076,238000
E01005079,267000
E01005077,210000
E01005078,223500
E01005089,145000
E01005091,125000
E01005090,
E01005086,130000
E01005085,100000
E01005087,134000
E01005088,
E01005097,
E01033669,125500
E01005093,110000
E01005094,93000
E01005092,85000
E01033668,127000
E01033688,148500
E01005099,123000
E01005101,96000
E01005103,96500
E01005100,111500
E01005102,110000
E01005098,124500
E01005104,93250
E01005108,110000
E01005105,180995
E01005107,113550
E01005106,84250
E01033666,146450
E01005114,144000
E01005116,193500
E01005111,165000
E01005117,132500
E01005112,192000
E01005113,148750
E01005115,234500
E01005120,189250
E01005123,182500
E01005122,190000
E01005126,242500
E01005121,170000
E01005119,184147
E01005124,198475
E01005125,176600
E01005118,230000
E01005132,195000
E01005133,187450
E01005130,181950
E01005129,120000
E01033653,204060
E01005128,177500
E01033662,242500
E01005140,111000
E01005141,102500
E01033687,71775
E01005135,115000
E01005136,138500
E01005138,216895
E01033685,129000
E01005139,134000
E01005147,98500
E01005149,128000
E01005142,
E01033675,117500
E01005145,112500
E01005146,109950
E01005143,97500
E01033676,
E01005151,325000
E01005152,355000
E01005154,280375
E01005156,350000
E01005155,322250
E01005153,300000
E01005157,453620
E01005158,340000
E01005159,336500
E01005150,220000
E01005165,124500
E01005167,140000
E01005161,116000
E01005162,230000
E01005163,156500
E01005160,172000
E01005164,107000
E01005166,150000
E01005170,273000
E01005172,305000
E01005174,405375
E01005173,388250
E01005176,310000
E01005175,292500
E01005177,450000
E01005168,320000
E01005169,684950
E01005171,271750
E01005183,
E01005184,185000
E01005181,221250
E01005179,158250
E01005182,190000
E01005185,137250
E01005180,176000
E01005178,150500
E01005190,90250
E01005191,87500
E01005189,77000
E01005193,106500
E01005187,76000
E01005186,174209
E01005188,110500
E01005192,110000
E01005195,139500
E01005196,135000
E01005197,94000
E01005201,82000
E01005199,125250
E01005194,90000
E01005200,167500
E01005198,120000
E01005203,92000
E01033678,108975
E01033679,
E01005207,85000
E01005205,87975
E01005206,97000
E01005202,83000
E01005213,127500
E01005214,145000
E01005210,162875
E01005212,153500
E01005209,148000
E01005208,141000
E01033672,319500
E01005219,166500
E01005222,142573
E01005218,193000
E01005221,170750
E01005216,235000
E01005217,224000
E01005215,181775
E01005220,146788
E01005227,94250
E01005228,121750
E01005226,90000
E01005223,126000
E01005225,97500
E01005224,110000
E01005229,135000
E01005232,158000
E01005239,136000
E01005231,217500
E01005236,180000
E01005237,172000
E01005235,115000
E01005234,112500
E01005230,175000
E01005233,99000
E01005238,151250
E01005245,
E01005242,129000
E01005241,154950
E01005243,176000
E01005246,148500
E01005240,137000
E01005244,160000
E01005247,154500
E01005248,125000
E01005249,125000
E01005251,124000
E01005252,126500
E01005250,135000
E01005253,109950
E01005254,115000
E01005261,119750
E01005255,110000
E01005260,124950
E01005257,110000
E01005256,100000
E01005258,100000
E01005259,90000
E01005264,160000
E01005262,186250
E01005266,155000
E01005267,235000
E01005265,156250
E01005268,189000
E01005269,247500
E01005263,199950
E01005275,408125
E01005277,220000
E01005271,163750
E01005270,188500
E01005272,180000
E01005274,205075
E01005276,209450
E01005278,228500
E01005279,171750
E01005273,196775
E01005280,144500
E01005281,184000
E01005282,240000
E01005283,207500
E01005284,109000
E01005285,127750
E01005288,136000
E01005287,185000
E01005286,138000
E01005295,155500
E01005289,150000
E01005294,231255
E01005293,159995
E01005292,140500
E01005291,136000
E01005290,148250
E01005299,277750
E01005300,317500
E01005297,293495
E01005298,257850
E01005301,290000
E01005302,205000
E01033680,138000
E01033686,139000
E01005296,288000
E01005311,195000
E01005304,450000
E01005305,266250
E01005307,256750
E01005312,155000
E01005309,146000
E01005308,222500
E01005306,380500
E01005310,168000
E01005319,127000
E01005313,143500
E01005316,149975
E01005315,120500
E01005318,155000
E01005314,133000
E01005317,155500
E01033651,170000
E01033654,190000
E01033655,180100
E01033656,219975
E01033658,214250
E01033659,210000
E01033660,199950
E01033661,227950
E01033663,191250
E01033664,202000
E01033665,154000
E01033667,181000
E01033670,242500
E01033673,227500
E01033674,143000
E01033677,245000
E01033681,240000
E01033682,217500
E01033683,215000
E01033684,185000
E01005320,63000
E01005323,80000
E01005321,87500
E01005325,76500
E01005322,54000
E01005324,90975
E01005326,
E01005329,199950
E01005333,153000
E01005330,150000
E01005327,126000
E01005328,85000
E01005331,105000
E01005332,109950
E01005338,87000
E01005335,152375
E01005336,175000
E01005340,114000
E01005334,190000
E01005339,207500
E01005337,81000
E01005343,120000
E01005344,68500
E01005347,113000
E01005342,83000
E01005341,105000
E01005345,135000
E01005346,149000
E01005350,60000
E01005349,67500
E01005352,91500
E01005353,61400
E01005354,114000
E01005348,96000
E01005351,85000
E01005358,124950
E01005360,163500
E01005355,122500
E01005359,152475
E01005357,153000
E01005361,173225
E01005356,177000
E01005366,117500
E01005367,230000
E01005363,115000
E01005364,157500
E01005365,165500
E01005362,127450
E01005368,89950
E01005372,112000
E01005370,89950
E01005369,164998
E01005371,109950
E01005374,123250
E01005373,160000
E01005375,159975
E01005380,
E01005376,87500
E01005382,107475
E01005378,99000
E01005379,87000
E01005377,139995
E01005381,90000
E01005383,115000
E01005386,79950
E01005387,126750
E01032557,89475
E01005389,105000
E01005388,139000
E01032556,115000
E01005390,134750
E01005392,106000
E01005391,159250
E01005396,150000
E01005393,141950
E01005394,178500
E01005395,133950
E01005403,159000
E01005399,131000
E01005398,110000
E01005401,169475
E01005397,119250
E01005400,129950
E01005402,110000
E01005407,255000
E01005408,248500
E01005410,302500
E01005412,229975
E01005411,252500
E01032922,244000
E01005406,280500
E01005409,262000
E01005416,222500
E01005420,146500
E01005419,140000
E01005414,298000
E01005413,233000
E01005415,235500
E01005417,163500
E01005418,160000
E01005422,
E01032559,137975
E01032558,71000
E01005421,77500
E01032920,91000
E01005432,77975
E01005427,
E01005433,60500
E01005429,70000
E01005428,70000
E01005430,68500
E01005431,80000
E01005435,84500
E01005438,80500
E01005439,142500
E01005440,114000
E01005434,72500
E01005437,87000
E01005436,130000
E01005447,115000
E01005442,155000
E01005441,137500
E01005445,83000
E01005444,102450
E01005446,137000
E01005443,275000
E01005450,62548
E01005453,197500
E01005454,142500
E01005448,61500
E01005452,158750
E01005455,82500
E01005456,74500
E01005449,100000
E01005451,80650
E01032921,58000
E01005462,186495
E01005463,75000
E01005461,69000
E01005460,75000
E01005459,152000
E01005465,115500
E01005466,81998
E01005468,242500
E01005467,116995
E01005469,119000
E01005464,86000
E01005474,200000
E01005470,69250
E01005471,72000
E01005472,98500
E01005473,73780
E01005475,94250
E01005479,128000
E01005481,90000
E01005477,81250
E01005478,120000
E01005480,105000
E01005476,103000
E01005483,
E01005485,70000
E01005484,
E01005486,72250
E01005487,120000
E01005482,65000
E01005491,121500
E01005493,170300
E01005494,163500
E01005496,96375
E01005495,110000
E01005488,165000
E01005489,171998
E01005492,190000
E01005490,96250
E01005497,111000
E01005501,88500
E01005499,135000
E01005498,85500
E01005500,97000
E01005502,98500
E01005506,123250
E01005507,85000
E01005505,102500
E01005504,105000
E01005509,80000
E01005503,172500
E01005508,222000
E01005515,70000
E01005511,129225
E01005514,133995
E01005513,87500
E01005510,138568
E01005512,95000
E01005520,110000
E01005519,131250
E01005521,216250
E01005516,156750
E01005522,120500
E01005523,130000
E01005517,166500
E01005518,139500
E01005524,157450
E01005529,96000
E01005526,150500
E01005527,103000
E01005525,99000
E01005528,131700
E01005530,170000
E01005533,126000
E01005534,120000
E01005535,105000
E01005532,88498
E01005531,138000
E01005537,127475
E01005536,102500
E01005541,95000
E01005542,105000
E01005543,113750
E01005538,108500
E01005540,134500
E01005539,96000
E01005548,130000
E01005546,138750
E01005547,125000
E01005550,195000
E01005544,199000
E01005549,264500
E01005545,230000
E01005554,156995
E01005553,115000
E01005552,91000
E01005551,126000
E01005557,153500
E01005560,119975
E01005562,108500
E01005561,121000
E01005556,124950
E01005558,121000
E01005559,155000
E01005555,147500
E01005568,59426
E01005567,120500
E01005563,159995
E01005565,135000
E01005564,83000
E01005566,95000
E01005569,110000
E01005573,240000
E01005571,265000
E01005572,153000
E01005577,217500
E01005574,190750
E01005576,345000
E01005575,192500
E01005570,185000
E01005585,110850
E01005578,75500
E01033258,80000
E01005579,
E01005580,72500
E01005581,70000
E01005583,116000
E01005586,71500
E01005590,98000
E01005587,225000
E01005589,97500
E01005591,143500
E01005592,120000
E01005588,121000
E01005598,149500
E01005595,76225
E01005596,222500
E01005593,156995
E01005594,115000
E01005597,144500
E01005601,127050
E01005603,106250
E01005602,119125
E01005605,121500
E01005604,130750
E01005600,132500
E01005599,135000
E01005610,89995
E01032687,190500
E01032907,141500
E01033330,129975
E01032684,128250
E01032906,215500
E01005609,186000
E01005614,155000
E01005613,156000
E01005615,211000
E01005611,160000
E01005612,186000
E01005617,135000
E01005618,163500
E01005619,137000
E01005620,172250
E01005621,128495
E01005616,142000
E01005630,149000
E01005628,149750
E01005629,249995
E01005624,134500
E01005623,180000
E01005622,124250
E01005627,165000
E01005625,170000
E01005626,175000
E01005636,177500
E01005635,203000
E01005631,108000
E01005638,125000
E01005633,149000
E01005634,275000
E01005637,243750
E01005632,204498
E01005641,137498
E01005642,169995
E01005643,163500
E01005644,142000
E01005639,95500
E01005640,142000
E01005645,170000
E01005650,327500
E01005653,126000
E01005649,217475
E01005648,190000
E01005652,130000
E01005646,179000
E01005651,335000
E01005647,102000
E01005654,143000
E01005657,130000
E01005658,181995
E01005656,108000
E01005655,
E01005661,105000
E01005665,
E01005664,
E01005662,86000
E01005659,93000
E01005660,105000
E01005663,113000
E01005667,136000
E01032915,147495
E01032912,140750
E01032914,119950
E01032917,230875
E01005671,128000
E01005674,137200
E01005678,112250
E01005679,115000
E01005676,165050
E01005677,134000
E01005673,125751
E01005670,105000
E01005672,122000
E01005675,194995
E01032919,118000
E01005682,
E01005680,130000
E01005681,117000
E01005683,170995
E01005691,165000
E01005688,145750
E01005693,132000
E01005687,130000
E01005686,122500
E01005689,120000
E01005692,115500
E01005690,150000
E01005699,180000
E01005700,141000
E01005698,126000
E01005696,215000
E01005697,230000
E01005701,205000
E01005694,162500
E01005695,251500
E01005703,97500
E01005702,112000
E01005706,92750
E01005707,119000
E01005708,87500
E01005705,188750
E01005704,102500
E01005717,299950
E01005716,271500
E01005709,107500
E01005718,136250
E01005712,134000
E01005710,269995
E01005711,160000
E01005714,216995
E01005715,250000
E01005713,250995
E01005723,149250
E01005721,149100
E01005724,237500
E01005719,107250
E01005722,122500
E01005720,102000
E01005731,110000
E01005729,85500
E01005732,135000
E01005733,250000
E01005725,125000
E01005727,137000
E01005726,125000
E01005728,165000
E01005730,140500
E01005736,161384
E01005734,184000
E01005739,307500
E01005737,442500
E01005740,265000
E01005742,196000
E01005735,220000
E01005741,415000
E01005738,312500
E01032685,172000
E01032686,172495
E01032909,193000
E01032911,238500
E01005745,146000
E01005744,152500
E01005746,146000
E01005749,182500
E01005751,145000
E01005752,166725
E01005747,206250
E01005748,245000
E01005743,170000
E01005750,159000
E01005756,174973
E01005754,103000
E01005753,110750
E01005755,121500
E01005757,129975
E01005758,81000
E01005762,189995
E01005763,152000
E01005761,150000
E01005766,142375
E01005765,188500
E01005764,150000
E01005760,130750
E01005759,172000
E01005773,244000
E01005774,190500
E01005776,397500
E01005767,345000
E01005768,320000
E01005770,223500
E01005769,217500
E01005771,262500
E01005775,310000
E01005772,230000
E01005780,183750
E01005782,237500
E01005784,350000
E01005785,280000
E01005777,222250
E01005778,216000
E01005779,205250
E01005786,359250
E01005781,157500
E01005783,272500
E01005791,280000
E01005794,297500
E01005793,264000
E01005795,314500
E01005788,382500
E01005787,425000
E01005792,394625
E01005789,277500
E01005796,430000
E01005790,229950
E01005798,292500
E01005799,170000
E01005802,270000
E01005801,249995
E01005800,208500
E01005803,333000
E01005797,141000
E01005804,176950
E01005814,314000
E01005806,248750
E01005813,230000
E01005809,304000
E01005810,372473
E01005811,235000
E01005815,240000
E01005805,293755
E01005812,525000
E01005808,477500
E01005807,320000
E01005821,175000
E01005816,148917
E01005818,189028
E01005823,177500
E01005817,144000
E01005822,127000
E01005820,163000
E01005819,183500
E01005832,243000
E01005833,264625
E01005825,200000
E01005830,174500
E01005827,248000
E01005824,205000
E01005831,183500
E01005829,195000
E01005826,125750
E01005828,136000
E01005839,310000
E01005842,265000
E01005835,220000
E01005843,243000
E01005837,194000
E01005834,166000
E01005838,160000
E01005836,185000
E01005840,164000
E01005841,260000
E01005846,265000
E01005848,254750
E01005847,240000
E01005849,297475
E01005850,200000
E01005844,340000
E01005851,270000
E01005845,245000
E01005853,229750
E01005857,245000
E01005858,258900
E01005860,391500
E01005854,336500
E01005856,270000
E01005855,486250
E01005852,281000
E01005861,284250
E01005859,350000
E01005867,274500
E01005868,312000
E01005866,299950
E01005863,167000
E01005865,417545
E01005869,252250
E01005862,299950
E01005864,376000
E01005877,150000
E01005872,125000
E01005873,190000
E01005875,168750
E01005874,120000
E01005876,169000
E01005870,145000
E01005871,145000
E01005885,195000
E01005883,410000
E01005884,285000
E01005878,267500
E01005879,230000
E01005880,297500
E01005881,377500
E01005882,352000
E01005889,146000
E01005891,211250
E01005886,146000
E01005888,165500
E01005887,140000
E01005890,135500
E01005894,150000
E01005893,133250
E01005892,142000
E01005895,155000
E01005896,117500
E01005901,219000
E01005902,152250
E01005903,335000
E01005905,138750
E01005904,245000
E01005898,248000
E01005900,241500
E01005899,202000
E01005897,172500
E01005912,227250
E01005907,260000
E01005908,362500
E01005909,325000
E01005910,187000
E01005911,212500
E01005913,241000
E01005906,357500
E01005914,169500
E01005916,145000
E01005915,131375
E01005917,127460
E01005921,156250
E01005919,142500
E01005918,
E01005920,255125
E01005922,172500
E01005931,373000
E01005924,500000
E01005928,187500
E01005929,340000
E01005923,567500
E01005925,397500
E01005932,359950
E01005926,545995
E01005927,330000
E01005930,500000
E01005936,180000
E01005935,95000
E01005940,140000
E01005934,127000
E01005938,145000
E01005939,186000
E01005933,123500
E01005937,135000
E01005941,75000
E01005943,103500
E01005946,120000
E01005947,79650
E01005944,185000
E01005942,113000
E01005945,123000
E01005952,115000
E01005953,105000
E01005951,90500
E01005948,65750
E01005949,95000
E01005950,75750
E01005958,110750
E01005959,122000
E01005955,177500
E01005956,160000
E01005960,87000
E01005954,117000
E01005957,125000
E01005965,183995
E01005968,158500
E01005962,207000
E01005961,230000
E01005967,125000
E01005969,165500
E01005963,138000
E01005964,127000
E01005966,129000
E01005976,133000
E01005977,138000
E01005975,127000
E01005970,174000
E01005972,115000
E01005971,137000
E01005973,147000
E01005974,114000
E01005983,174000
E01005978,110000
E01005982,210000
E01005980,120000
E01005979,139950
E01005981,137500
E01005984,
E01005987,174250
E01005989,188750
E01005990,165000
E01005985,175000
E01005986,121500
E01005991,161500
E01005992,97500
E01005988,188000
E01005997,126500
E01005998,123000
E01005999,139995
E01006000,161498
E01005995,205500
E01005994,124975
E01005993,155000
E01005996,135000
E01006003,123975
E01006002,132500
E01006005,112500
E01006006,130000
E01006004,140000
E01006001,139000
E01006007,120000
E01006014,106250
E01006015,207250
E01006016,106000
E01006012,123750
E01006010,85950
E01006009,109625
E01006008,130000
E01006011,125000
E01006013,144000
E01006021,132000
E01006020,180000
E01006022,120000
E01006023,100000
E01006018,177000
E01006019,148750
E01006017,180000
E01006024,270000
E01006027,138995
E01006030,165000
E01006025,112250
E01006028,100000
E01006026,136500
E01006029,93000
E01006037,219950
E01006038,149875
E01006035,139998
E01006034,176000
E01006036,115000
E01006033,135000
E01006032,141250
E01006031,192995
E01006039,165000
E01006042,167000
E01006044,384995
E01006041,109600
E01006043,143500
E01006046,192500
E01006045,249000
E01006040,140000
E01006050,84950
E01006048,230000
E01006052,255000
E01006051,196500
E01006049,125000
E01006047,130975
E01006053,140000
E01006055,125500
E01006054,135500
E01006058,121000
E01006057,128500
E01006056,
E01006059,150000
E01006060,99500
E01006062,177500
E01006061,233000
E01006064,115000
E01006063,183000
E01006065,113500
E01006066,111000
E01006067,150000
E01006069,191500
E01006073,125000
E01006068,97500
E01006070,119998
E01006071,327500
E01006072,275000
E01006079,369875
E01006080,340000
E01006076,469500
E01006077,362500
E01006078,225156
E01006074,279250
E01006075,300000
E01006085,580000
E01006086,369500
E01006081,810000
E01006084,590000
E01006082,696250
E01006088,515000
E01006087,454200
E01006083,775000
E01006091,218000
E01006092,197500
E01006089,333496
E01006093,301000
E01006090,201500
E01006095,225800
E01006094,325000
E01006096,359500
E01006101,415000
E01006100,390500
E01006099,280000
E01006097,164975
E01006098,395000
E01006102,302500
E01006103,350000
E01006107,159975
E01006108,
E01006105,131750
E01006104,150000
E01006106,168250
E01006111,220000
E01006115,270500
E01006114,242500
E01006113,318750
E01006112,195000
E01006109,
E01006110,216000
E01006121,192500
E01006118,225000
E01006116,229500
E01006119,267500
E01006117,293000
E01006120,296750
E01006127,221250
E01006122,236500
E01006123,294950
E01006126,175000
E01006124,404950
E01006125,274950
E01006130,255000
E01006131,249999
E01006132,250000
E01006129,260000
E01006133,259950
E01006128,250000
E01006137,740000
E01006136,787500
E01006140,390000
E01006139,375000
E01006138,350000
E01006135,532000
E01006134,1177500
E01006142,205000
E01006143,333500
E01006144,157000
E01006145,112998
E01006141,217500
E01006146,298500
E01006147,347500
E01006150,336250
E01006152,547500
E01006151,423500
E01006153,318225
E01006154,205000
E01006149,312750
E01006148,293750
E01006159,177000
E01006157,203000
E01006156,199000
E01006158,192500
E01006155,232475
E01006162,390500
E01006164,311500
E01006160,153500
E01006161,212000
E01006163,225000
E01006165,243000
E01006168,151000
E01006170,275200
E01006169,265000
E01006166,230000
E01006167,255000
E01006171,179000
E01006172,325000
E01006175,226000
E01006177,209950
E01006173,286000
E01006176,258500
E01006178,257000
E01006174,293000
E01006184,226000
E01006179,225000
E01006181,230000
E01006182,240000
E01006183,248975
E01006180,190000
E01006188,151000
E01006187,175000
E01006186,129654
E01006189,192500
E01006185,155000
E01006196,316500
E01006191,342250
E01006194,363555
E01006195,331000
E01006190,330000
E01006192,325150
E01006193,348000
E01006200,246000
E01006198,265000
E01006199,185000
E01006197,243250
E01006201,230000
E01006202,344250
E01006203,306000
E01006204,213750
E01006206,212500
E01006205,376750
E01006207,141750
E01006208,362000
